compaction_throughput_mb_per_sec,concurrent_compactors,concurrent_reads,concurrent_writes,file_cache_size_in_mb,memtable_heap_space_in_mb,memtable_offheap_space_in_mb,memtable_allocation_type,row_cache_size_in_mb,sstable_preemptive_open_interval_in_mb,Throughput,Timestamp
16,4,32,32,512,2048,2048,heap_buffers,0,50,-3709.0,947827.0
32,14,31,22,512,3754,4096,offheap_objects,13,30,-3906.0,1900369.0
16,13,56,64,512,3413,2389,heap_buffers,10,50,-4359.0,2846745.0
32,10,64,40,256,1365,2389,offheap_buffers,16,100,-6365.0,3722243.0
16,10,22,18,256,1706,3072,heap_buffers,4,20,-4174.0,4666368.0
64,13,49,39,256,4096,3413,offheap_buffers,7,70,-4284.0,5627014.0
16,14,15,40,1024,1706,2389,offheap_objects,2,20,-4552.0,6579251.0
16,11,15,50,256,3413,1024,offheap_objects,1,70,-4061.0,7493697.0
64,6,37,10,2048,2730,4096,heap_buffers,5,10,-3737.0,8445853.0
64,14,43,57,1024,1024,2389,offheap_objects,8,20,-3493.0,9399966.0
16,6,18,42,1024,2389,2730,offheap_buffers,9,0,-3412.0,10348821.0
32,16,64,45,512,1024,3754,heap_buffers,9,100,-3659.0,11305875.0
64,8,49,27,2048,3413,4096,heap_buffers,0,60,-3802.0,12261783.0
16,13,61,9,256,2048,3754,offheap_objects,16,10,-3868.0,13214234.0
64,3,63,8,256,1024,1365,offheap_buffers,0,0,-3393.0,14173068.0
16,14,62,55,256,3413,1706,offheap_buffers,16,100,-4851.0,15127591.0
64,10,64,15,512,3754,3754,offheap_buffers,16,100,-3312.0,16078037.0
16,9,64,37,256,1365,1706,heap_buffers,16,100,-3293.0,17036069.0
16,10,64,40,256,1365,2389,offheap_buffers,16,100,-6307.0,18231608.0
16,10,64,16,256,1024,1706,offheap_buffers,16,90,-7618.0,19381968.0
16,10,64,40,256,1024,2730,offheap_buffers,16,90,-4586.0,20582394.0
32,10,22,59,512,1706,2730,heap_buffers,5,100,-5773.0,21785232.0
16,10,47,17,1024,1024,1024,heap_buffers,16,90,-6305.0,22987564.0
64,10,61,19,256,1024,1024,heap_buffers,16,90,-6193.0,24178036.0
16,10,64,16,512,1024,1706,offheap_buffers,16,100,-6287.0,25366036.0
16,10,64,16,512,1024,1706,offheap_buffers,16,80,-8177.0,26490353.0
32,9,20,21,512,1024,1024,offheap_buffers,16,80,-6361.0,27677017.0
16,2,64,14,2048,1024,1365,offheap_buffers,16,90,-6472.0,28876008.0
32,3,41,8,512,4096,1024,offheap_buffers,10,30,-7313.0,30032771.0
32,7,64,13,512,2730,1706,offheap_buffers,13,0,-6272.0,31231362.0
16,10,64,16,512,1365,1706,offheap_buffers,16,80,-6191.0,32422517.0
32,13,64,8,256,1024,1365,offheap_buffers,12,10,-9275.0,33414912.0
64,13,64,8,256,1024,1365,offheap_buffers,12,10,-6661.0,34605897.0
16,13,32,43,512,1706,2730,offheap_buffers,7,90,-6696.0,35799051.0
16,9,10,35,2048,2048,1024,offheap_buffers,7,40,-6825.0,36975133.0
64,12,61,8,256,1024,1365,heap_buffers,10,10,-6273.0,38165492.0
32,13,64,8,256,1024,1365,offheap_buffers,12,0,-6419.0,39354481.0
16,13,43,14,256,1024,1365,offheap_buffers,9,40,-6536.0,40547242.0
32,10,64,11,256,1024,1365,offheap_buffers,8,60,-6528.0,41734333.0
16,2,64,8,512,1024,1706,offheap_buffers,7,10,-6560.0,42922270.0
16,13,64,8,256,1024,1365,offheap_buffers,12,10,-6459.0,44124820.0
64,3,41,8,512,4096,1024,offheap_buffers,10,30,-6688.0,45311238.0
32,13,64,8,256,1024,1024,offheap_buffers,12,10,-6616.0,46510204.0
32,10,64,16,1024,1024,2048,offheap_buffers,16,70,-6231.0,47711241.0
16,12,64,22,256,1024,1706,offheap_buffers,16,60,-6136.0,48906360.0
32,13,64,8,256,1024,1365,offheap_buffers,14,10,-6289.0,50095958.0
32,7,33,8,256,1706,1706,offheap_objects,12,20,-4656.0,51294827.0
32,13,64,8,256,1024,1706,offheap_buffers,12,10,-4825.0,52497411.0
32,14,11,8,256,1024,1365,offheap_buffers,12,10,-4360.0,53700134.0
32,5,45,8,512,3072,1365,offheap_buffers,4,30,-3796.0,54897714.0
32,13,64,9,256,1024,1365,offheap_buffers,12,10,-3962.0,56100548.0
32,13,64,8,256,2389,1365,offheap_buffers,12,10,-3846.0,57306988.0
32,13,64,8,256,1365,1024,offheap_buffers,12,10,-3666.0,58526783.0
32,13,64,8,256,1024,1024,offheap_buffers,12,20,-4102.0,59749326.0
32,2,64,8,256,1024,1365,offheap_buffers,7,10,-4276.0,60980267.0
16,16,25,19,256,2730,4096,heap_buffers,0,70,-4232.0,62208772.0
32,13,64,8,512,1024,1024,offheap_buffers,12,10,-4516.0,63435221.0
16,7,33,13,256,1024,1706,offheap_buffers,5,80,-4445.0,64666188.0
32,13,64,8,256,1024,1365,offheap_buffers,13,10,-4461.0,65914460.0
32,13,64,8,512,1024,1365,offheap_buffers,12,10,-4586.0,67164907.0
32,13,64,8,256,1024,1365,heap_buffers,12,10,-4219.0,68414538.0
64,13,64,8,256,1024,1024,offheap_buffers,12,10,-8862.0,69421297.0
64,16,64,8,256,1024,1024,offheap_buffers,12,10,-4071.0,70634746.0
64,5,64,8,256,1024,1024,offheap_buffers,10,10,-3900.0,71862415.0
64,13,64,8,256,1024,1706,offheap_buffers,12,10,-4376.0,73071830.0
64,13,64,8,256,1024,1024,offheap_buffers,12,20,-3313.0,74288560.0
64,13,64,8,256,1024,1024,offheap_objects,12,10,-3071.0,75506617.0
64,13,64,8,256,1024,1024,offheap_buffers,12,0,-6282.0,76688713.0
64,13,64,8,256,1024,1024,offheap_buffers,13,10,-5770.0,77888442.0
32,4,61,11,256,1024,1706,offheap_buffers,14,30,-5877.0,79092310.0
16,9,10,33,2048,1024,3072,offheap_buffers,10,100,-5967.0,80314517.0
16,6,19,37,512,1024,1706,offheap_buffers,9,80,-5680.0,81520802.0
32,11,60,9,256,1024,1024,offheap_buffers,15,80,-6152.0,82730100.0
16,6,64,11,512,2730,1706,offheap_buffers,16,60,-6222.0,83925896.0
64,13,64,16,256,1024,1706,offheap_buffers,16,90,-5882.0,85135953.0
32,13,64,8,256,1024,1365,offheap_buffers,15,10,-5749.0,86347558.0
64,13,64,8,256,1024,1365,offheap_buffers,12,0,-6355.0,87558760.0
64,7,11,18,256,3754,1706,offheap_buffers,8,40,-5952.0,88776221.0
16,10,64,16,256,1024,1024,heap_buffers,16,90,-5994.0,89996756.0
16,13,64,8,256,1024,1024,offheap_buffers,12,10,-6251.0,91222205.0
64,13,64,14,256,1024,1024,offheap_buffers,12,10,-6172.0,92445392.0
32,13,64,8,256,1024,1024,offheap_buffers,12,0,-6092.0,93681949.0
64,13,64,9,256,1024,1365,offheap_buffers,12,10,-5910.0,94905068.0
16,2,63,26,256,2389,2730,offheap_buffers,9,80,-4802.0,96147497.0
16,10,64,16,256,1024,2389,offheap_buffers,16,90,-6120.0,97395302.0
16,10,57,37,512,1024,1024,offheap_buffers,7,30,-6147.0,98648330.0
64,6,51,32,256,3754,1365,heap_buffers,8,30,-6336.0,99892996.0
16,10,64,24,512,1024,1706,offheap_buffers,16,70,-6250.0,101170186.0
16,10,64,16,256,1024,1706,offheap_buffers,16,80,-6556.0,102450174.0
16,10,64,16,1024,1024,1706,offheap_buffers,16,80,-4754.0,103752728.0
16,4,40,34,512,1024,1706,heap_buffers,15,90,-4775.0,105057927.0
64,13,64,8,256,1365,1024,offheap_buffers,12,10,-5673.0,106283266.0
32,14,64,8,256,1024,1365,offheap_buffers,12,10,-5595.0,107520767.0
64,3,41,8,512,4096,1024,offheap_buffers,10,20,-5201.0,108755277.0
16,5,41,21,1024,3413,3413,heap_buffers,3,20,-5444.0,109987209.0
64,9,59,61,256,1024,1024,offheap_buffers,12,10,-5518.0,111214174.0
16,10,64,16,512,1024,1706,offheap_buffers,16,90,-5298.0,112431635.0
64,4,25,9,512,4096,1024,offheap_buffers,6,80,-5513.0,113644454.0
16,10,64,16,512,1024,2048,offheap_buffers,16,80,-5486.0,114848981.0
64,13,64,8,256,1024,1024,heap_buffers,12,10,-5225.0,116054230.0
16,10,64,20,256,1024,1706,offheap_buffers,11,80,-5192.0,117262880.0
16,11,64,16,512,1024,1706,offheap_buffers,16,80,-5508.0,118466891.0
64,7,62,8,256,2048,1024,heap_buffers,6,70,-5211.0,119670977.0
16,10,64,17,512,1024,1706,offheap_buffers,16,80,-5407.0,120877268.0
16,9,44,11,256,4096,1706,offheap_buffers,16,100,-5214.0,122082060.0
32,10,64,16,512,1024,1706,offheap_buffers,16,80,-3677.0,123293409.0
32,13,64,18,256,1024,1024,offheap_buffers,12,10,-5471.0,124495553.0
64,13,64,8,512,1024,1024,offheap_buffers,12,10,-5442.0,125691303.0
64,14,64,8,256,1024,1365,offheap_buffers,12,10,-5229.0,126890921.0
32,13,64,12,256,1024,1365,offheap_buffers,12,10,-5500.0,128088217.0
16,16,13,37,2048,4096,1024,offheap_buffers,14,40,-5593.0,129291665.0
32,10,64,16,512,1706,1365,offheap_buffers,16,80,-5530.0,130503934.0
64,13,64,9,256,1024,1024,offheap_buffers,12,10,-5503.0,131713202.0
16,7,28,14,256,1024,1706,offheap_buffers,6,90,-5525.0,132918931.0
64,13,64,8,256,1024,1365,offheap_buffers,13,10,-5745.0,134136304.0
16,10,12,11,512,1024,1706,offheap_buffers,16,80,-5621.0,135353798.0
64,5,14,20,2048,2730,3072,offheap_buffers,12,60,-5650.0,136561777.0
32,7,10,44,2048,4096,1024,offheap_buffers,7,60,-4968.0,137789081.0
16,4,11,8,512,2730,1365,offheap_buffers,15,30,-4152.0,139029701.0
64,2,44,10,2048,1024,1706,offheap_buffers,8,30,-3807.0,140374837.0
16,10,64,16,512,1024,1706,heap_buffers,16,80,-3474.0,141720549.0
64,3,41,8,1024,4096,1024,offheap_buffers,16,30,-4747.0,143073289.0
64,6,33,46,512,1365,1706,heap_buffers,11,90,-4918.0,144422563.0
32,14,64,8,256,1024,1024,offheap_buffers,12,10,-3535.0,145790685.0
32,7,37,8,512,3754,2389,offheap_buffers,9,30,-5041.0,147143637.0
32,13,48,8,256,1024,1365,offheap_buffers,12,10,-4989.0,148489948.0
64,13,64,8,256,1024,1024,offheap_buffers,12,40,-5260.0,149836185.0
16,10,64,16,512,1024,1706,offheap_buffers,16,60,-4972.0,151184625.0
16,10,64,16,512,1024,1706,offheap_buffers,16,70,-3930.0,152367752.0
32,3,41,8,512,4096,1024,offheap_buffers,10,10,-2740.0,153601634.0
32,3,41,8,512,4096,1024,offheap_buffers,10,20,-3673.0,154828794.0
16,8,45,48,512,1706,4096,heap_buffers,11,40,-6550.0,155865211.0
32,2,59,60,512,3754,1365,offheap_buffers,11,70,-3812.0,157127932.0
64,13,64,8,256,2048,1024,offheap_buffers,12,10,-3013.0,158389829.0
32,3,52,8,512,4096,1024,offheap_buffers,10,30,-19571.0,159047717.0
32,3,57,8,1024,4096,1024,offheap_buffers,10,30,-3344.0,160308558.0
16,3,52,8,512,4096,1024,offheap_buffers,10,30,-3336.0,161564905.0
32,3,51,8,512,4096,1024,offheap_buffers,10,30,-2853.0,162817140.0
32,3,52,18,512,4096,1024,offheap_buffers,10,30,-3135.0,164087539.0
32,3,52,8,256,4096,1024,offheap_buffers,10,30,-2241.0,165354763.0
64,3,52,8,512,4096,1024,offheap_buffers,10,30,-4765.0,166441749.0
32,4,52,8,512,4096,1024,offheap_buffers,10,30,-2827.0,167731836.0
32,3,52,8,512,2730,1024,offheap_buffers,10,30,-10710.0,168756825.0
32,3,52,8,512,4096,1024,offheap_buffers,10,40,-2376.0,170025107.0
32,3,52,8,512,3413,1024,offheap_buffers,10,30,-2700.0,171308793.0
32,3,52,8,512,3754,1024,offheap_buffers,10,30,-2672.0,172604200.0
32,3,52,9,512,4096,1024,offheap_buffers,10,30,-4296.0,173889067.0
32,3,52,8,512,4096,1365,offheap_buffers,10,30,-2645.0,175123297.0
32,3,53,8,512,4096,1024,offheap_buffers,10,30,-2993.0,176376267.0
32,3,52,8,1024,4096,1024,offheap_buffers,10,30,-8836.0,177336908.0
32,3,52,8,512,4096,1024,offheap_buffers,13,30,-3403.0,178603814.0
64,9,63,37,1024,1024,1706,offheap_buffers,1,80,-4018.0,179963700.0
32,3,52,8,512,4096,1024,offheap_buffers,11,30,-5753.0,181322480.0
16,16,16,54,1024,1365,4096,heap_buffers,4,100,-6079.0,182701836.0
32,3,52,8,512,4096,1024,offheap_objects,10,30,-4478.0,184048665.0
32,3,52,8,512,4096,1024,offheap_buffers,10,20,-7078.0,185402501.0
32,3,52,8,512,4096,1024,heap_buffers,10,30,-4094.0,186746171.0
32,3,52,8,512,4096,1024,offheap_buffers,11,20,-6320.0,188093220.0
32,3,52,8,2048,4096,1024,offheap_buffers,10,30,-4128.0,189455933.0
64,3,52,8,1024,4096,1024,offheap_buffers,10,30,-5684.0,190813633.0
32,3,52,8,1024,4096,1024,offheap_buffers,10,20,-6174.0,192121796.0
64,3,52,8,512,4096,1024,offheap_buffers,10,20,-5605.0,193460116.0
32,3,52,8,1024,4096,1024,offheap_buffers,11,30,-5848.0,194844561.0
32,2,52,28,256,2730,1024,offheap_buffers,6,30,-4813.0,196194629.0
32,3,46,35,1024,2389,1024,offheap_buffers,10,20,-5977.0,197555611.0
32,3,52,8,512,4096,1024,heap_buffers,10,20,-4409.0,198904424.0
32,3,52,11,512,4096,1024,offheap_buffers,10,30,-6925.0,200271000.0
32,3,53,8,512,2730,1024,offheap_buffers,10,30,-3924.0,201614463.0
32,3,52,8,512,4096,1024,offheap_buffers,12,30,-7034.0,202960524.0
64,3,52,8,512,2730,1024,offheap_buffers,10,30,-4370.0,204328039.0
32,3,52,8,512,2048,1024,offheap_buffers,10,30,-5935.0,205678991.0
32,3,52,10,512,4096,1024,offheap_buffers,10,30,-4659.0,207033682.0
64,3,13,53,1024,1706,2389,offheap_objects,14,60,-5549.0,208376551.0
32,3,52,8,256,2730,1024,offheap_buffers,10,30,-7045.0,209713428.0
32,3,49,8,1024,4096,1024,offheap_buffers,10,30,-3495.0,211068729.0
32,3,52,8,512,2730,1024,offheap_buffers,10,40,-5876.0,212412753.0
32,3,50,8,512,2730,1024,offheap_buffers,10,30,-4425.0,213785995.0
64,7,39,51,512,2730,2389,offheap_buffers,13,10,-5444.0,215127607.0
32,3,52,8,512,4096,1024,offheap_buffers,10,10,-5308.0,216507642.0
32,3,52,8,1024,2730,1024,offheap_buffers,10,30,-4751.0,217858288.0
32,6,60,49,256,1024,2389,offheap_objects,4,40,-6398.0,219212791.0
32,3,52,8,512,4096,1024,offheap_buffers,10,0,-4427.0,220570325.0
32,3,52,8,512,2730,1365,offheap_buffers,10,30,-6664.0,221922119.0
32,4,52,8,512,2730,1024,offheap_buffers,10,30,-4129.0,223267469.0
32,3,52,8,256,2730,1024,offheap_buffers,12,30,-6674.0,224624405.0
16,3,52,8,1024,4096,1024,offheap_buffers,10,30,-7252.0,225973972.0
32,3,52,8,256,4096,1024,offheap_buffers,10,20,-5484.0,227305807.0
16,3,52,8,512,4096,1024,offheap_buffers,10,20,-5787.0,228677456.0
32,3,52,8,512,2730,1024,offheap_buffers,10,10,-4521.0,230021975.0
16,3,52,8,512,4096,1024,offheap_buffers,11,30,-6577.0,231385265.0
32,3,52,13,512,4096,1024,offheap_buffers,10,30,-4428.0,232736724.0
32,8,64,43,256,3754,3072,offheap_objects,13,70,-6566.0,234092168.0
32,3,52,10,512,2730,1024,offheap_buffers,10,30,-4275.0,235450144.0
32,3,44,8,512,4096,1024,offheap_buffers,10,30,-6563.0,236767045.0
32,3,52,8,512,3072,1024,offheap_buffers,10,30,-3651.0,238002220.0
16,3,52,8,512,2730,1024,offheap_buffers,10,30,-5961.0,239368572.0
32,3,52,8,1024,4096,1024,offheap_objects,10,30,-3391.0,240739429.0
32,3,52,8,512,2730,1024,offheap_buffers,13,30,-3019.0,242139971.0
32,3,52,8,512,2730,1706,offheap_buffers,10,30,-4091.0,243505292.0
32,3,52,8,512,2730,1024,offheap_buffers,10,20,-2728.0,244881860.0
16,3,52,8,256,4096,1024,offheap_buffers,10,30,-5675.0,246167684.0
32,3,52,8,512,2730,1024,offheap_buffers,10,50,-4290.0,247529587.0
32,3,52,8,512,2389,1024,offheap_buffers,10,30,-4224.0,248882028.0
32,3,52,12,512,4096,1024,offheap_buffers,10,30,-2897.0,250238719.0
32,3,52,9,512,2730,1024,offheap_buffers,10,30,-4471.0,251601680.0
32,3,52,8,512,4096,1706,offheap_buffers,10,30,-2605.0,252975704.0
32,5,52,8,1024,4096,1024,offheap_buffers,10,30,-2302.0,254344395.0
32,3,46,8,512,4096,1024,offheap_buffers,10,30,-4636.0,255698696.0
32,3,52,8,512,2730,1024,heap_buffers,10,30,-7070.0,256750131.0
32,3,41,8,1024,4096,1024,offheap_buffers,10,40,-4444.0,258122121.0
64,10,10,24,512,4096,1365,offheap_buffers,15,40,-3712.0,259466890.0
16,3,52,8,512,4096,1024,heap_buffers,10,30,-2934.0,260842129.0
16,3,52,8,1024,3754,1024,offheap_buffers,10,30,-3935.0,262196027.0
32,3,52,8,2048,2730,1024,offheap_buffers,10,30,-2740.0,263577513.0
32,3,52,8,1024,4096,1365,offheap_buffers,10,30,-3849.0,264838370.0
32,13,64,8,256,1365,1365,offheap_buffers,12,10,-2589.0,266223355.0
16,3,52,8,512,2730,1024,offheap_buffers,10,40,-4088.0,267587711.0
32,3,52,8,512,2730,1024,offheap_buffers,11,30,-3803.0,268905250.0
32,3,41,8,256,4096,1024,offheap_buffers,10,30,-2791.0,270291381.0
32,3,52,8,512,4096,1024,offheap_buffers,10,50,-2244.0,271570808.0
16,5,50,63,2048,2048,1024,heap_buffers,4,20,-1772.0,272863468.0
64,2,32,56,512,2389,2389,offheap_objects,10,0,-1633.0,274176292.0
32,5,46,56,256,4096,2389,offheap_buffers,12,20,-3527.0,275544857.0
16,13,39,58,2048,2730,2730,offheap_buffers,7,10,-3733.0,276776016.0
32,3,52,8,512,2730,1024,offheap_objects,10,30,-2463.0,278137728.0
32,10,46,51,1024,2389,3754,heap_buffers,6,50,-2556.0,279484701.0
32,3,41,8,512,2730,1024,offheap_buffers,10,30,-21390.0,280301055.0
16,3,35,47,2048,2730,1024,offheap_buffers,9,60,-1675.0,281624128.0
32,3,41,10,512,2730,1024,offheap_buffers,10,30,-2767.0,282956878.0
32,5,64,54,256,2048,2730,offheap_objects,4,0,-2341.0,284301608.0
16,3,41,8,512,2730,1024,offheap_buffers,10,30,-1702.0,285649814.0
64,3,41,8,512,2730,1024,offheap_buffers,10,30,-3559.0,287034149.0
32,7,62,13,2048,2389,3413,heap_buffers,11,80,-2699.0,288406220.0
32,3,41,8,256,2730,1024,offheap_buffers,10,30,-1595.0,289767474.0
32,3,41,8,1024,2730,1024,offheap_buffers,10,30,-2840.0,291143811.0
32,3,42,8,512,2730,1024,offheap_buffers,10,30,-2423.0,292456728.0
32,3,41,8,512,2389,1024,offheap_buffers,10,30,-2066.0,293753039.0
32,3,41,8,512,2730,1024,heap_buffers,10,30,-12287.0,294647242.0
32,3,41,8,512,2730,1024,offheap_buffers,11,30,-5168.0,295897552.0
32,3,41,8,512,2730,1024,offheap_buffers,10,40,-2761.0,297282511.0
32,3,41,8,512,2730,1024,offheap_buffers,12,30,-3348.0,298648602.0
32,3,41,8,512,3072,1024,offheap_buffers,10,30,-3093.0,300024825.0
32,5,41,8,512,2730,1024,offheap_buffers,10,30,-1335.0,301391720.0
32,3,41,8,512,2730,1365,offheap_buffers,10,30,-2099.0,302683789.0
32,3,41,8,1024,2730,1024,heap_buffers,10,30,-2230.0,303951055.0
32,3,41,8,512,2730,1024,offheap_buffers,10,20,-2026.0,305236892.0
32,3,41,8,512,3413,1024,offheap_buffers,10,30,-3006.0,306577656.0
32,3,41,9,512,2730,1024,offheap_buffers,10,30,-3259.0,307792885.0
32,4,41,8,512,2730,1024,offheap_buffers,10,30,-2889.0,309042439.0
32,3,41,8,512,2730,1024,offheap_objects,10,30,-3346.0,310330666.0
16,3,41,8,512,2730,1024,heap_buffers,10,30,-3583.0,311548033.0
32,3,41,14,512,2730,1024,heap_buffers,10,30,-4488.0,312664035.0
32,3,41,8,2048,2730,1024,offheap_buffers,10,30,-3753.0,313917910.0
32,3,41,8,512,2730,1024,offheap_buffers,13,30,-3060.0,315134461.0
32,3,43,8,512,2730,1024,offheap_buffers,10,30,-3490.0,316277216.0
32,2,14,52,2048,2730,3072,offheap_buffers,2,40,-4029.0,317531137.0
64,3,41,8,512,2730,1024,heap_buffers,10,30,-3501.0,318772373.0
32,3,41,8,512,2730,1024,offheap_buffers,10,50,-9450.0,319803662.0
32,2,11,14,512,2730,1024,heap_buffers,10,30,-4055.0,321087437.0
32,3,41,8,256,2730,1024,heap_buffers,10,30,-3788.0,322348368.0
32,2,22,8,512,2730,1024,offheap_buffers,0,30,-6019.0,323555052.0
32,3,41,8,512,2048,1024,offheap_buffers,10,30,-4567.0,324835782.0
32,3,41,8,512,2730,1024,offheap_buffers,10,60,-3024.0,326133619.0
32,3,41,8,512,2730,1024,heap_buffers,10,40,-15747.0,326995394.0
32,3,41,8,512,2730,1024,heap_buffers,10,50,-3560.0,328374316.0
64,5,43,31,1024,3754,1024,offheap_objects,11,70,-5733.0,329736089.0
32,3,31,9,256,3754,1365,heap_buffers,9,40,-3797.0,331111983.0
32,6,61,62,256,1024,4096,heap_buffers,7,60,-5544.0,332478150.0
32,3,41,8,512,3072,1024,heap_buffers,10,40,-6377.0,333826818.0
32,3,45,8,512,2730,1024,heap_buffers,10,40,-3255.0,335192339.0
64,10,43,37,256,1024,2730,offheap_buffers,10,90,-5876.0,336546585.0
32,3,41,8,512,2730,1024,heap_buffers,12,40,-7132.0,337893183.0
32,3,42,8,512,2730,1024,heap_buffers,10,40,-5252.0,339243067.0
32,3,41,8,512,2730,1365,heap_buffers,10,40,-5829.0,340616849.0
32,3,41,8,512,2048,1024,heap_buffers,10,40,-3590.0,341979208.0
32,3,41,8,512,2730,1024,heap_buffers,10,20,-3184.0,343396464.0
32,5,41,8,512,2730,1024,heap_buffers,10,40,-2292.0,344760792.0
32,3,38,8,512,2730,1024,offheap_buffers,10,30,-1692.0,346088395.0
64,3,41,8,512,2730,1024,heap_buffers,10,40,-3428.0,347480129.0
32,3,41,8,512,3413,1024,heap_buffers,10,40,-5005.0,348696374.0
32,3,41,8,512,2730,1024,heap_buffers,11,40,-2155.0,350094575.0
32,3,41,8,512,2389,1024,heap_buffers,10,40,-3392.0,351485146.0
32,4,41,8,512,2730,1024,heap_buffers,10,40,-2444.0,352865965.0
32,3,41,8,512,2730,1024,heap_buffers,10,60,-3549.0,354250434.0
32,8,23,40,512,1024,4096,offheap_buffers,8,60,-2247.0,355634399.0
32,3,41,8,512,2730,1365,heap_buffers,10,30,-2116.0,356976757.0
32,3,41,8,256,2730,1024,heap_buffers,10,40,-2379.0,358291131.0
32,3,41,8,512,3072,1024,heap_buffers,10,30,-9647.0,359353861.0
32,3,41,8,512,3072,1024,offheap_buffers,10,50,-1683.0,360632139.0
32,3,41,9,512,2730,1024,heap_buffers,10,40,-2801.0,361927056.0
16,3,41,8,512,2730,1024,heap_buffers,10,40,-3685.0,363141448.0
32,3,41,8,512,2730,1024,heap_buffers,11,30,-2580.0,364458563.0
32,3,41,8,512,2730,1365,offheap_buffers,10,50,-2449.0,365827861.0
32,3,41,8,512,2730,1024,offheap_objects,10,40,-2739.0,367142133.0
32,3,41,8,512,2730,1024,offheap_buffers,10,70,-2299.0,368486751.0
16,14,50,22,1024,4096,3072,offheap_objects,6,40,-2257.0,369858984.0
32,3,41,8,512,2730,1024,heap_buffers,10,10,-2687.0,371185755.0
32,3,41,8,512,2730,1024,offheap_buffers,3,30,-2133.0,372471732.0
32,3,50,8,512,2730,1024,heap_buffers,10,30,-1751.0,373756702.0
32,3,41,8,1024,2730,1024,heap_buffers,10,40,-2396.0,375058570.0
32,3,41,8,512,2048,1024,heap_buffers,10,30,-1935.0,376367494.0
16,8,43,20,1024,2389,3754,offheap_buffers,16,60,-2694.0,377637273.0
64,3,41,8,512,2730,1024,offheap_buffers,10,50,-2199.0,378940066.0
32,3,43,8,512,2730,1024,heap_buffers,10,40,-2944.0,380251111.0
32,3,41,8,512,2730,1024,offheap_buffers,11,50,-2791.0,381564789.0
32,4,35,16,512,3072,2730,heap_buffers,15,10,-4143.0,382759221.0
32,3,41,8,512,2730,1024,heap_buffers,13,40,-2189,384045165.0
32,3,42,8,512,2730,1024,heap_buffers,10,30,-1417,385374046.0
32,4,41,8,512,2730,1024,offheap_buffers,10,40,-2284,386733583.0
32,5,31,8,2048,3072,1024,heap_buffers,11,60,-2150,388044788.0
16,3,41,8,512,2730,1024,offheap_buffers,10,50,-2248,389312489.0
