shared_buffers,work_mem,random_page_cost,effective_io_concurrency,max_wal_size,max_parallel_workers_per_gather,max_parallel_workers,max_worker_processes,checkpoint_timeout,checkpoint_completion_target,effective_cache_size,temp_buffers,wal_buffers,bgwriter_lru_maxpages,bgwriter_delay,default_statistics_target,deadlock_timeout,Throughput,Timestamp
7168,25600,7.0,400,24,16,8,10,10,0.9,1048576,6656,8192,500,150,75,1000,-201.3881550078142,733277120
768,5120,1.1,300,24,8,8,4,10,0.9,1572864,7680,5632,1000,200,125,6000,-109.90183539119428,735626313
7680,15360,8.0,300,4,16,4,10,10,0.9,1572864,4608,6656,100,250,95,3000,-141.91665021426942,737881480
7680,25600,7,400,24,16,8,10,10,0.9,1048576,6656,8192,500,150,75,1000,-178.7205731043872,740545618
2048,15360,4.0,200,64,2,4,4,10,0.9,1048576,3584,10752,100,300,85,500,-216.7970110811154,743030712
896,27648,1.0,300,24,2,8,4,5,0.9,8388608,2560,8704,100,300,75,500,-57.7516211181556,745125889
896,21504,1.1,100,4,2,8,10,5,0.9,1572864,15872,8704,1000,250,125,8000,-97.51086279285227,747333359
5632,13312,4.0,400,20,16,4,4,10,0.9,3145728,1024,3584,100,300,115,8000,-211.34320520792414,749812662
7680,25600,7.0,400,24,16,8,10,10,0.9,1048576,6656,8192,100,150,75,1000,-136.47929838197535,752170896
6144,19456,2.5,100,8,16,4,4,10,0.9,2016383,1024,512,500,300,115,6000,-81.87033712661292,754300155
7680,25600,7.0,400,24,16,8,10,10,0.9,1572864,6656,8192,500,150,75,1000,-225.85539716453522,756806518
6144,19456,2.5,200,8,16,4,4,10,0.9,2016383,1024,512,100,300,115,6000,-168.14310163060293,759206710
7680,13312,4.5,100,32,1,4,4,10,0.9,2016383,2560,2560,100,500,75,6000,-139.93831459069517,761747828
7168,17408,5.0,1,16,2,4,10,10,0.9,524288,1536,512,2000,500,85,8000,-82.40935914820294,764392504
7680,25600,7.0,300,24,16,8,10,10,0.9,1048576,6656,8192,1500,150,75,1000,-132.4548937212839,767178651
6656,21504,4.5,400,64,8,4,4,10,0.9,2016383,1024,3584,50,300,100,3000,-150.42608731011427,769333400
6144,17408,7.5,200,16,16,4,4,10,0.9,2016383,4608,1536,50,250,100,8000,-238.0066376968954,771661051
6144,17408,2.5,200,4,16,4,4,10,0.9,2016383,1024,512,500,300,115,3000,-280.4177356521145,773895849
6144,17408,2.5,100,8,16,4,4,10,0.9,2016383,2560,512,100,300,115,6000,-196.92690656905046,775780323
6656,13312,8.0,1,8,4,4,10,10,0.9,524288,3584,512,1000,500,95,8000,-280.77416397998894,777668314
6144,19456,2.5,200,8,16,4,10,10,0.9,6291456,1024,3584,50,250,115,3000,-321.4413366369532,779812811
6656,8192,1,400,8,8,4,4,10,0.9,2016383,1024,7680,1500,300,85,8000,-275.7073601651822,781885770
4096,6990,1.1,400,8,2,4,4,5,0.9,2016383,512,8192,100,200,100,1000,-175.61992592732034,783797472
1536,19456,6.0,300,16,16,4,4,5,0.9,1048576,2560,9728,1000,500,115,6000,-233.77813885719593,785719257
1792,21504,8,100,16,16,4,4,5,0.9,8388608,4608,6656,50,250,75,6000,-218.82646022833706,787436464
7680,17408,8.0,300,4,16,4,4,10,0.9,2016383,4608,6656,2000,250,95,1000,-200.27293331525286,789543608
5120,12288,5.0,100,16,2,4,10,10,0.9,6291456,8704,9728,50,500,85,3000,-221.2083487682718,791389336
7680,19456,2,200,8,16,4,4,10,0.9,8388608,1024,3584,50,300,75,1000,-300.58575592496794,793442259
7680,8192,4.5,200,4,2,8,10,5,0.9,2016383,1024,13824,2000,150,115,1000,-0.0,795643522
7680,25600,7.5,400,24,16,8,10,10,0.9,524288,6656,8192,2000,150,75,1000,-195.88491716908334,797145843
2560,15360,3,200,24,8,4,10,10,0.9,4194304,1536,1536,50,300,95,3000,-280.08147969349034,799001086
7680,19456,8.0,300,4,16,4,4,10,0.9,2016383,2560,8192,1000,200,95,8000,-349.92057935512315,801134283
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1000,200,95,8000,-472.3794394918777,802997953
7680,14336,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1000,200,95,8000,-166.32111861291042,804869564
6656,19456,4,200,32,2,4,4,10,0.9,2016383,1024,8704,50,200,85,8000,-218.73208645980813,806624830
7680,17408,8.0,200,20,2,4,10,10,0.9,3145728,4608,8192,1000,300,85,8000,-339.28484014029283,808823117
3072,10240,8.0,100,32,4,8,4,5,0.9,4194304,2560,12800,1500,250,100,6000,-346.90188042836564,810967369
7168,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1000,200,95,8000,-179.3698668498615,812943879
7680,17408,1.0,400,20,2,4,10,10,0.9,2016383,2560,6656,1000,300,85,8000,-291.97345190686366,814887778
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,500,200,95,8000,-371.20824953121496,817054819
7680,17408,8.0,300,20,2,4,10,5,0.9,2016383,3584,8192,1000,200,95,8000,-259.32644628154395,819178052
7680,21504,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1000,200,95,8000,-169.26485009848454,821043656
7680,19456,8.0,300,16,2,4,10,10,0.9,2016383,2560,8192,1000,200,95,8000,-270.05320806821135,823137420
7680,17408,8.0,300,4,16,4,10,10,0.9,2016383,2560,8704,1000,200,95,8000,-261.78048983605777,825380614
7680,17408,8.0,400,20,2,4,10,10,0.9,2016383,2560,8192,1000,200,95,8000,-170.33986829151044,827441133
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1000,500,95,8000,-280.4649256753924,829315202
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,5632,8192,1000,200,95,8000,-351.9003827981326,831450708
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1000,200,95,3000,-344.76658990955696,833554169
7680,17408,8.0,300,20,2,4,10,10,0.9,1048576,2560,8192,1000,200,95,8000,-194.68885200515297,835454708
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1000,200,100,8000,-230.02661147573656,837287850
7680,17408,8.0,300,20,1,4,10,10,0.9,2016383,2560,8192,1000,200,95,8000,-337.99664310308776,839565863
7680,17408,8.0,300,24,2,4,4,10,0.9,2016383,2560,6656,1000,200,95,8000,-319.90537976803773,841513047
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,7680,1000,200,95,8000,-269.206502769261,843164865
7680,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1500,200,95,8000,-427.63148912476316,844966711
5120,17408,8.0,200,20,4,8,4,5,0.9,3145728,2560,14848,2000,250,85,8000,-444.7081994435533,846990186
5120,35840,8.0,200,20,2,8,10,10,0.9,3145728,8704,14848,2000,250,75,8000,-380.1516117322244,848941648
8192,17408,8.0,300,20,2,4,10,10,0.9,2016383,2560,8192,1500,200,95,8000,-0.0,850610004
7680,46080,8.0,200,20,16,4,10,10,0.9,3145728,15872,12800,2000,200,95,8000,-0.0,851958182
7680,17408,8.0,300,20,2,4,10,10,0.9,4194304,2560,8192,1500,200,95,8000,-491.8449210039675,853697741
4096,17408,8.0,200,4,4,4,4,10,0.9,4194304,7680,9728,1500,500,95,8000,-338.0298660021442,855618543
7680,30720,8.0,300,20,1,4,4,10,0.9,3145728,512,10752,1500,500,95,8000,-273.0282983088082,857260577
7168,40960,8.0,300,20,4,4,4,5,0.9,6291456,1024,8704,1500,250,75,8000,-377.1499155265905,859011809
7680,17408,8,300,4,8,8,10,10,0.9,4194304,1536,12800,2000,150,75,8000,-0.0,861058657
7680,46080,8.0,400,20,4,4,10,10,0.9,4194304,5632,5632,1500,200,115,8000,-383.27476931264243,862694525
7680,17408,8.0,300,20,2,4,10,10,0.9,4194304,2560,8192,2000,150,95,8000,-259.42322830886593,864462179
5632,40960,8.0,300,20,4,8,10,10,0.9,3145728,1536,11776,2000,200,85,6000,-310.36497816272015,866126060
7680,27648,8.0,100,20,2,8,10,10,0.9,4194304,8704,11776,1500,250,115,8000,-0.0,868090054
7680,17408,8.0,300,20,2,8,10,10,0.9,3145728,2560,8192,1500,200,95,8000,-428.67661897210604,869743320
7168,11264,8.0,400,16,1,8,4,5,0.9,3145728,6656,15872,1500,200,85,8000,-285.5623674485183,871596534
7680,14336,8.0,400,64,2,8,10,10,0.9,6291456,4608,8192,1500,200,95,8000,-300.08964981488447,873238211
7680,17408,8.0,300,20,2,8,10,10,0.9,3145728,2560,8192,1500,200,115,8000,-432.19486132739746,875066089
7680,17408,8.0,300,20,2,8,10,10,0.9,3145728,2560,9728,1500,200,115,8000,-478.9067542391264,877137346
1792,10240,3.5,1,8,4,4,10,10,0.9,3145728,7680,11776,500,150,85,500,-337.76715136657896,879087401
7680,17408,8.0,300,20,2,8,10,10,0.9,4194304,2560,10752,1500,200,115,8000,-241.78386500283457,880757322
2560,6144,0.5,400,20,8,8,4,10,0.9,6291456,13824,3584,100,150,75,1000,-388.22131606331556,882499014
3072,19456,8.0,200,32,2,8,4,10,0.9,3145728,8704,8704,1500,200,125,8000,-449.2179756647678,884526989
3072,29696,8.0,200,32,2,8,10,5,0.9,3145728,9728,4608,2000,200,125,8000,-403.6833031169653,886513488
7680,17408,8.0,300,20,2,4,10,10,0.9,3145728,2560,9728,1500,200,115,8000,-288.436340917404,888315635
3072,19456,8.0,200,32,2,4,4,10,0.9,4194304,10752,8704,1500,200,85,8000,-330.1563688914842,889967252
5120,17408,8.0,200,8,4,8,4,5,0.9,3145728,2560,8704,2000,250,115,8000,-410.7454672823817,891895795
6144,17408,8.0,1,20,2,8,10,10,0.9,3145728,2560,9728,1500,200,125,8000,-411.14804673619284,893972920
7168,21504,8.0,1,24,2,8,10,10,0.9,3145728,8704,1536,1500,200,115,8000,-289.2331756588317,895959226
3072,15360,8.0,100,20,2,8,4,5,0.9,2016383,15872,6656,1500,150,115,8000,-263.65728112874814,897601885
7680,17408,8.0,1,20,2,4,10,10,0.9,4194304,2560,8192,1500,200,95,8000,-412.6112561886107,899585818
6656,21504,8.0,100,24,4,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-489.7653615744539,901623066
7680,21504,8.0,1,24,2,8,10,10,0.9,4194304,2560,6656,2000,200,95,8000,-364.13152343492504,903583778
1536,25600,6.0,200,24,8,4,4,10,0.9,1572864,1024,4608,1500,150,95,6000,-213.34945161911747,905266480
6656,29696,8.0,100,24,1,8,10,10,0.9,4194304,512,4608,1500,200,100,8000,-398.3910938670843,907022245
7680,23552,8.0,100,20,2,8,4,10,0.9,4194304,7680,5632,1500,300,95,8000,-527.7563720783373,908548883
8192,23552,8.0,100,20,2,8,4,10,0.9,4194304,7680,5632,1500,300,95,8000,-0.0,910536774
7680,27648,8.0,1,64,1,8,4,10,0.9,3145728,7680,5632,2000,300,115,8000,-342.33631790948715,912110120
7680,23552,8.0,100,20,2,8,4,10,0.9,4194304,8704,5632,1500,300,95,8000,-270.1613923819488,913778683
2048,23552,8.0,100,20,4,8,4,10,0.9,4194304,3584,6656,1500,500,85,8000,-387.83483310691463,915557961
7680,21504,8.0,100,20,2,8,4,10,0.9,4194304,7680,3584,1500,300,95,8000,-489.5580729259713,917607890
7680,21504,8.0,100,20,2,8,4,10,0.9,4194304,7680,5632,1500,300,95,6000,-414.4793226059715,919591756
3072,17408,8.0,100,20,1,8,4,5,0.9,2016383,7680,3584,1500,200,100,8000,-177.4681109965514,921299479
7680,23552,8.0,100,20,4,8,4,10,0.9,8388608,7680,3584,100,300,95,8000,-379.1530732557098,922997653
6656,21504,8.0,200,24,8,8,10,10,0.9,4194304,4608,4608,2000,200,95,8000,-461.64999241278235,925038643
7168,21504,8.0,100,24,8,8,4,5,0.9,4194304,4608,5632,2000,200,95,8000,-424.65241189753016,927067609
6656,21504,8.0,200,20,2,8,10,10,0.9,4194304,5632,4608,2000,150,95,8000,-223.80144529757007,928863208
6656,21504,8.0,100,24,16,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-339.80857025853356,930531039
6656,23552,8.0,100,20,8,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-503.3439243819097,932206751
5632,4096,2.0,400,24,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-519.0199839983275,933727973
5632,4096,2.0,1,24,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-272.4930990896364,935834957
1792,4096,1.1,400,8,2,4,10,10,0.9,3145728,3584,5632,1500,300,75,8000,-83.3061387119602,938145269
6656,23552,8.0,100,20,8,8,10,10,0.9,4194304,4608,2560,2000,200,95,8000,-190.2663366251304,940652321
1280,23552,8.0,400,20,8,8,4,5,0.9,3145728,3584,4608,1500,200,95,8000,-209.06153766248943,943028666
7168,25600,8.0,100,24,2,4,4,10,0.9,4194304,5632,5632,2000,300,95,8000,-225.18803410410933,944964565
6144,4096,0.1,300,8,1,4,10,10,0.9,6291456,11776,1536,1500,300,95,8000,-307.07995298708283,946755962
6656,23552,8.0,100,16,8,8,10,10,0.9,4194304,2560,3584,2000,250,95,8000,-213.70413867367446,949137485
7680,23552,8.0,200,20,8,8,10,10,0.9,4194304,2560,6656,2000,200,95,8000,-288.3562114116664,950964230
7680,25600,8.0,100,20,2,8,4,10,0.9,4194304,7680,3584,1500,300,95,8000,-249.70549564575649,952770070
6656,25600,8.0,100,24,4,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-352.3148379740586,954708198
7680,21504,8.0,100,24,8,8,10,10,0.9,4194304,7680,4608,1500,300,95,8000,-304.42654076650433,956686339
2560,4096,2.0,200,64,1,4,10,10,0.9,6291456,15872,2560,1500,300,75,8000,-286.3183284263144,958537920
4608,4096,2.0,400,24,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-182.63322588411876,960397341
1792,46080,2.0,1,32,16,8,4,10,0.9,1048576,3584,4608,50,200,85,3000,-291.2479330982482,962280893
5632,5120,2.0,400,24,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-330.8647841239629,964164074
3584,19456,8.0,200,24,1,8,4,5,0.9,3145728,2560,4608,1500,200,95,6000,-160.39323193326675,966178420
5120,23552,8.0,300,64,8,8,4,10,0.9,3145728,13824,8704,2000,200,125,8000,-250.13652718511946,968187615
7680,21504,8.0,100,20,2,8,4,10,0.9,4194304,7680,3584,1500,250,95,8000,-340.77741577891624,970095345
7680,23552,8.0,100,20,2,8,4,10,0.9,4194304,7680,4608,2000,300,95,8000,-284.98170540313214,972061911
6656,21504,8.0,100,4,4,8,10,10,0.9,4194304,2560,4608,2000,200,100,8000,-288.77160333568503,973891632
7680,23552,8.0,1,20,2,8,4,10,0.9,4194304,7680,5632,1500,300,95,8000,-267.65318906692613,975790029
6656,23552,8.0,100,20,16,8,10,10,0.9,3145728,2560,4608,2000,250,95,8000,-315.19843249274226,977667439
6656,23552,8.0,100,20,1,8,10,10,0.9,4194304,4608,4608,1500,200,95,8000,-320.19307537138315,979818408
6144,17408,8.0,300,20,8,4,10,10,0.9,4194304,2560,9728,1500,200,95,8000,-230.47163108991333,981701817
7680,23552,8.0,100,20,2,8,4,10,0.9,4194304,7680,7680,1500,300,95,8000,-205.32613382762705,983803437
7680,14336,8.0,300,20,4,4,10,10,0.9,4194304,2560,8704,1500,200,95,8000,-257.01152392889156,985794984
2048,21504,8.0,100,20,4,8,4,10,0.9,4194304,11776,14848,2000,500,100,8000,-255.2114595485134,987886649
2560,9216,3.5,100,4,4,4,4,10,0.9,1572864,11776,15872,100,250,95,500,-251.17803781986007,989721099
6656,23552,8.0,100,16,8,8,10,10,0.9,4194304,2560,4608,2000,200,75,8000,-313.00345583147526,991692034
6144,4096,2.0,400,24,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-287.7206357827555,993873499
6656,23552,8.0,100,24,8,8,10,10,0.9,4194304,1024,4608,2000,200,95,8000,-255.55733873548243,995718997
1792,21504,8.0,100,24,4,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-205.25638804850607,997541942
7680,21504,8.0,300,20,2,4,4,5,0.9,4194304,7680,3584,2000,300,95,6000,-227.37605975072444,999444639
5632,4096,1.1,400,16,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-302.86183530221746,1001469939
7680,23552,8.0,100,20,2,8,4,10,0.9,6291456,7680,5632,1500,300,95,8000,-249.29826361001045,1003356513
7680,21504,8.0,200,20,2,8,4,10,0.9,4194304,8704,3584,1500,300,100,8000,-278.2562473779508,1005174250
7680,23552,8.0,100,20,1,8,4,10,0.9,4194304,7680,5632,1500,300,95,8000,-301.50086419179627,1007069956
2560,15360,0.5,400,32,2,4,4,10,0.9,1048576,7680,3584,1000,500,85,8000,-312.01133469752693,1009009912
6144,21504,8.0,100,20,1,8,4,10,0.9,4194304,7680,3584,1500,300,95,8000,-281.009827596724,1010862594
6656,19456,8.0,200,24,8,8,10,10,0.9,4194304,1536,3584,2000,200,95,8000,-248.3727090721388,1012686322
3072,19456,8.0,200,32,2,8,4,10,0.9,3145728,8704,9728,1500,250,125,8000,-362.81394081302955,1014704474
6656,21504,8.0,200,24,8,8,10,10,0.9,4194304,4608,4608,2000,200,115,8000,-278.1782835659499,1016703837
7680,17408,8.0,300,20,2,8,4,10,0.9,3145728,3584,9728,1500,200,115,8000,-282.54268838604355,1018620296
1024,23552,0.5,400,64,16,4,10,5,0.9,6291456,11776,14848,1000,500,85,8000,-136.08983141733276,1020520877
7680,23552,8.0,100,20,2,8,10,10,0.9,4194304,7680,5632,1500,300,95,8000,-327.8996282842374,1022478227
6656,27648,8.0,100,20,8,8,10,10,0.9,4194304,3584,4608,2000,200,95,8000,-287.53320949278003,1024471081
7680,21504,8.0,200,24,2,8,10,5,0.9,3145728,2560,14848,1500,250,85,8000,-0.0,1026328684
7680,23552,8.0,100,20,2,8,4,10,0.9,3145728,7680,5632,1500,300,95,8000,-283.92845958748535,1027771162
7680,17408,8.0,300,20,1,8,10,10,0.9,3145728,2560,9728,1500,250,115,8000,-373.5593442588562,1029792389
896,23552,7.5,100,8,1,8,4,5,0.9,524288,5632,512,500,500,125,6000,-136.4449272114069,1031742061
6656,17408,8.0,200,24,4,8,4,10,0.9,4194304,2560,4608,2000,200,95,8000,-285.10325177255504,1033589309
6656,21504,8.0,100,24,4,8,10,10,0.9,4194304,2560,4608,100,200,95,8000,-239.3544662606832,1035468210
3584,51200,8.0,100,24,4,8,10,5,0.9,3145728,15872,8192,1500,250,100,8000,-353.2368000453746,1037510741
7680,17408,8.0,300,8,2,8,10,10,0.9,4194304,2560,8192,1500,200,115,8000,-199.12463180611425,1039358072
7680,17408,8.0,100,20,2,4,10,10,0.9,2016383,2560,8192,2000,200,95,8000,-301.6029237163492,1041140549
7680,17408,8.0,300,20,2,4,10,5,0.9,4194304,2560,8192,1500,200,95,8000,-244.93655250786296,1043024549
5632,4096,3,400,24,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-262.99008894808196,1044960530
6144,21504,8.0,100,20,4,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-263.3028127936369,1046923585
6656,23552,8.0,1,20,8,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-209.47650412930847,1048775874
2560,35840,8.0,300,20,16,4,10,5,0.9,3145728,3584,13824,2000,200,85,8000,-252.39638141837224,1050805857
7680,23552,8.0,100,8,2,8,4,5,0.9,4194304,7680,5632,1500,300,95,8000,-336.2429527437546,1052854294
5632,4096,2.0,400,24,2,4,10,10,0.9,4194304,7680,512,1500,300,75,8000,-321.07537701834957,1054649009
